black_rollouts,white_rollouts,log_skill_ratio,result
3107136,2910708,0.06530505102031392,1
361914,10174,3.5715711681404247,1
41367,180819,-1.4750130694045283,0
20300,36736,-0.5931363146493596,1
656114,7489825,-2.4349661574185157,0
174265,60231,1.0623899592099084,0
7253108,14911,6.187086150033965,1
13805355,4968863,1.0218655190717494,1
7127922,5983730,0.17497562801432476,1
906344,379832,0.8696898752279112,1
2501742,2782,6.801572474702635,1
159071,2145,4.306211091051045,1
8495,30425,-1.2757868837496955,0
65523,3172,3.0280389222697823,1
81617,4244,2.9565313528532826,1
1361943,131424,2.3382388978393003,1
17856831,3942894,1.510471152644303,1
1744,642531,-5.909233739145877,0
11993126,23717,6.225896840722349,1
15570309,1823,9.05263761479201,1
2639,348432,-4.883043031689407,0
8425730,3147,7.892595780268941,1
78828,1337,4.07683996557853,1
1170311,29247,3.689247800120628,1
1518,63282,-3.730207249549094,0
2367878,7918,5.700610825722473,1
1645484,2851,6.358120034917285,1
4258,1583,0.9894777855724126,1
57520,7420,2.0479536562335023,1
107617,12570,2.147265605211073,1
380280,2537,5.009925542873685,1
1416,2003,-0.3468100614121532,0
696716,756100,-0.08179577538349826,1
3666574,2677,7.222316225527549,1
7312,4819886,-6.490988721160815,0
219791,14794,2.69845540165069,1
46294,37523,0.21005828476421537,0
3441,4181,-0.1947883255590847,1
10343124,16056,6.467994618596587,1
14859503,85157,5.161898260622903,1
11955524,48646,5.5043791246514795,1
2184236,31502,4.2389703537554,1
3055562,647083,1.5522442447444764,1
5444,698946,-4.8550594012415225,0
9690517,62185,5.0487892443290034,1
36182,7947,1.5157672586410271,1
26981,350362,-2.5638339911078427,1
2739,32501,-2.473677967812157,0
2503,14442,-1.7526506155793529,0
10682576,4331,7.810570819699887,1
4363600,191980,3.1236614837882106,1
1355,42305,-3.4411038280448,0
1500,141245,-4.545030863061765,0
126466,9221,2.6184900057806195,1
257449,162270,0.4615600276837926,1
816982,158949,1.6370336667430998,1
77183,94421,-0.20158428051087754,1
1143359,44022,3.257036191259581,0
9699,15866,-0.49215566746840544,1
6630,4301,0.43275725039617186,1
2213,1536611,-6.54298556000098,0
12934459,456531,3.3439936635133107,1
2118,12172042,-8.656424714373921,0
2631,1123660,-6.056982491532616,0
116540,13815698,-4.7753261991581475,0
5628233,14986295,-0.9793405782504144,0
45547,18489,0.9015687991983251,1
436657,9203,3.8596184720207516,1
233054,496666,-0.7566475816183826,1
3596,2226,0.4796158637560207,1
849828,2456008,-1.0612585705236512,1
43353,1337,3.478947606864497,1
5122380,4993463,0.025489517753951408,1
66667,336937,-1.62018589138862,0
47327,3311,2.659830698598745,1
1395718,110209,2.5387856941102567,1
2501,502913,-5.303726541017926,0
41352,4286,2.266766890842353,1
1650357,7800,5.354623173432208,1
3493805,93321,3.6227015162642764,1
648636,85029,2.031879321722284,0
171124,3416883,-2.9940955710571546,0
9508976,16028451,-0.522129136006654,1
6014,17318890,-7.965463007736565,0
2549064,31977,4.378464617571254,1
5716427,1712457,1.205414778516801,1
442916,2661983,-1.7934464769459781,0
2684803,608415,1.484505418760372,1
3780,3075274,-6.701425272330503,0
120969,260500,-0.7670685467681909,0
14663144,35627,6.019988636201953,1
845053,72091,2.461470137413999,1
6696,1614,1.4227947633394171,1
3025,7748375,-7.84832733145985,0
736931,7589,4.575794434589558,1
1446,1006564,-6.545496706008263,0
367848,1416884,-1.3485455638839612,0
24123,6786452,-5.639517808613638,0
5518,169198,-3.4230541509761987,0
6186798,480473,2.5554019105307115,1
58916,7745,2.0290652267584646,1
101665,116540,-0.13655146735262313,1
1595,100742,-4.145689056970782,0
851758,3150186,-1.3079143287711614,0
192648,3752,3.938575658353407,1
9067,8747,0.03593066422620112,1
274514,23820,2.4444766975433763,1
146800,9243065,-4.14255770340844,0
42428,2984,2.6545438393017093,1
70938,9460794,-4.8931053347614935,0
40984,3075584,-4.318068334270631,0
15582,2049,2.0287645326519037,1
1008273,3945335,-1.3642949019959942,0
1335647,2089,6.460485615052611,1
177817,494855,-1.0235098588060583,1
866472,5374,5.082857284533735,1
